name,lat,long
SD Negeri Lubang Buaya 11,-6.293829361048176,106.90075520012832
SMP Negeri 157 Jakarta,-6.294052018092197,106.90150059379434
SMP Negeri 272 Jakarta,-6.2919247097197015,106.90343362661358
Yayasan Minhaju Rosyidin,-6.289930114567812,106.90124553720618
MTS 4 Pondok Ranggon,-6.357574765829603,106.90859810047337
SD Hidayatul Islamiah,-6.3580841,106.9084922
SD N 02 Pagi & SD N 07 Petang,-6.3583066,106.9093759
SD Negeri Pondok Ranggon 03 Pagi Renovasi,-6.359348920561606,106.90812500373156
SD N 04 Pagi & 05 Petang,-6.364851649999999,106.9040131
SMP Negeri 230 Jakarta,-6.35952564876929,106.90850012742268
SD Negeri Malaka Jaya 05 Pagi,-6.221629221320556,106.93546330567993
SMP Negeri 139 Jakarta,-6.221800559393202,106.9335773241547
SMA Negeri 105 Jakarta,-6.331648289386907,106.88429547311726
SMK Bina Medika,-6.331427681651328,106.90217369827162
SD Negeri Balekambang 03 Pagi,-6.283274030442434,106.85177943797554
MTs Negeri 22 Cilangkap,-6.339695750000001,106.89702835
SD Negeri Rawa Terate 01 Pagi dan 02 Petang,-6.187965983131896,106.92360814507676
SMP Yaspia dan SMK Bina Manajemen,-6.190300039825992,106.92301186706008
SD Negeri Pisangan Baru 07,-6.210685835649554,106.87095538553072
SD Negeri Pisangan Baru 01,-6.210498699913089,106.87327276073707
SMA Negeri 53 Jakarta,-6.22092913154148,106.88318043135905
SD Negeri Klender 01 Pagi,-6.215464072137347,106.89745401592012
TK-SD-SMP Sekolah Silaparamita,-6.218067379961338,106.88684361005359
SD Negeri Cipinang Besar Selatan 12 Pagi,-6.2316078682396325,106.8807885376462
SD Negeri Cipinang Besar Selatan 02 Pagi,-6.229878715540084,106.8815592931204
SMA Negeri 12 Jakarta,-6.214566600506173,106.89799216444914
SD Negeri Cipinang Besar Selatan 05/08 pagi,-6.2353213254550095,106.88212196624733
SLB Negeri 07 Jakarta Timur,-6.2324563150484416,106.88282591508818
Jakarta International Korean School,-6.3171798877739755,106.89305455962601
TK Mekar Sari & SDK Santa Anna,-6.310993168809376,106.8897116967436
SD Negeri Kramatjati 01 Pagi,-6.270493651634465,106.86993546750553
